City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,wailua homesteads,22.0669,-159.378,28.24,70,20,7.2,US,1694313127
83,sovetskaya gavan',48.9723,140.2878,20.98,60,57,2.4,RU,1694313127
84,linxia chengguanzhen,35.6003,103.2064,22.54,47,97,1.42,CN,1694313128
85,tazacorte,28.629,-17.9293,22.54,80,0,4.02,ES,1694313128
86,bodo,67.28,14.405,14.41,98,100,14.4,NO,1694313128
87,thompson,55.7435,-97.8558,8.09,87,75,1.54,CA,1694313028
88,creston,41.0586,-94.3614,20.98,68,0,0.0,US,1694313129
89,klyuchi,52.2667,79.1667,16.68,53,99,6.44,RU,1694313131
90,punta arenas,-53.15,-70.9167,2.06,93,100,9.26,CL,1694313131
91,farafangana,-22.8167,47.8333,20.02,87,5,2.56,MG,1694313131
92,la passe,45.5549,-0.8967,22.77,73,100,0.55,FR,1694313132
93,'ali sabieh,11.1558,42.7125,28.07,54,80,2.35,DJ,1694313132
94,ixtapa,20.7,-105.2,29.57,84,100,1.54,MX,1694313132
95,navia,43.5354,-6.7194,16.63,93,27,1.91,ES,1694313133
96,utrik,11.2278,169.8474,28.89,75,100,5.52,MH,1694313133
97,wanning,18.8003,110.3967,28.93,78,100,5.8,CN,1694313133
98,porto novo,6.4965,2.6036,25.9,92,100,2.26,BJ,1694312949
99,cabras,39.93,8.5314,20.34,68,0,1.52,IT,1694313134
100,fisterra,42.9049,-9.2629,18.9,86,59,6.38,ES,1694313134
101,borodulikha,50.7184,80.9295,18.36,44,90,6.4,KZ,1694313135
102,fortuna,40.5982,-124.1573,15.52,91,100,2.06,US,1694313135
103,kishtwar,33.3167,75.7667,21.22,68,1,0.47,IN,1694313135
104,nishinoomote,30.7333,131.0,27.31,94,75,4.12,JP,1694313135
105,russellville,35.2784,-93.1338,23.32,59,0,3.6,US,1694313136
106,fale old settlement,-9.3852,-171.2468,28.38,73,33,3.02,TK,1694313136
107,sanica,44.6142,16.6411,15.23,68,7,1.01,BA,1694313136
108,turbat,26.0023,63.044,26.54,71,13,2.12,PK,1694313137
109,nogliki,51.8333,143.1667,19.05,60,5,5.2,RU,1694313033
110,ushuaia,-54.8,-68.3,3.81,65,0,2.57,AR,1694313027
111,udachny,66.4167,112.4,4.14,59,97,4.02,RU,1694313138
112,tabas,33.5959,56.9244,25.12,18,0,1.03,IR,1694313139
113,lubango,-14.9172,13.4925,20.92,26,10,3.6,AO,1694313139
114,tazovsky,67.4667,78.7,8.67,87,100,4.52,RU,1694313138
115,madingou,-4.1536,13.55,22.6,81,33,1.46,CG,1694313141
116,kodiak,57.79,-152.4072,10.73,71,75,6.69,US,1694313141
117,villa ocampo,-28.4875,-59.3551,14.91,90,56,2.35,AR,1694313142
118,longyearbyen,78.2186,15.6401,2.91,75,75,4.63,SJ,1694313142
119,gutao,37.2025,112.1781,23.87,72,74,0.99,CN,1694313142
120,avarua,-21.2078,-159.775,23.03,88,100,9.77,CK,1694313142
121,nesterov,54.6306,22.5714,14.3,72,47,2.87,RU,1694313143
122,odessa,46.4775,30.7326,16.09,47,0,4.12,UA,1694313143
123,natal,-5.795,-35.2094,23.36,100,75,3.09,BR,1694313038
124,zyryanskoye,56.8306,86.6258,10.69,59,11,2.36,RU,1694313145
125,tamiahua,21.2667,-97.45,27.57,81,0,2.83,MX,1694313145
126,college,64.8569,-147.8028,19.99,46,75,5.14,US,1694313045
127,shenjiamen,29.9576,122.298,27.2,67,0,3.68,CN,1694313146
128,vila franca do campo,37.7167,-25.4333,18.23,82,56,2.57,PT,1694313028
129,itaituba,-4.2761,-55.9836,29.38,45,96,1.29,BR,1694313146
130,gisborne,-38.6533,178.0042,14.21,84,40,4.15,NZ,1694313146
131,isangel,-19.55,169.2667,27.06,65,40,3.09,VU,1694313147
132,mirny,62.5353,113.9611,4.02,69,100,1.79,RU,1694313147
133,cabo san lucas,22.8909,-109.9124,30.9,78,0,6.17,MX,1694312868
134,concepcion de la sierra,-27.9831,-55.5203,15.36,99,29,1.56,AR,1694313148
135,khandyga,62.6667,135.6,3.86,91,100,1.81,RU,1694313148
136,carnarvon,-24.8667,113.6333,21.86,61,0,0.99,AU,1694313148
137,charters towers,-20.1,146.2667,29.5,26,4,5.18,AU,1694313149
138,lomza,53.1781,22.0593,14.62,69,84,3.02,PL,1694313149
139,seydisehir,37.4193,31.8453,17.14,80,81,1.67,TR,1694313149
140,pimentel,-6.8367,-79.9342,21.16,78,0,5.66,PE,1694313149
141,haiku-pauwela,20.9219,-156.3051,28.01,57,40,7.72,US,1694313021
142,huaicheng,23.9051,112.1931,24.43,96,100,1.59,CN,1694313150
143,pelabuhanratu,-6.9875,106.5514,29.31,53,33,2.68,ID,1694313151
144,jamestown,42.097,-79.2353,18.77,100,100,2.57,US,1694312949
145,salalah,17.0151,54.0924,29.05,79,75,1.03,OM,1694313152
146,talnakh,69.4865,88.3972,6.23,72,100,3.3,RU,1694313152
147,cestos city,5.46,-9.5828,24.8,89,100,3.84,LR,1694313152
148,alice springs,-23.7,133.8833,21.75,13,11,5.66,AU,1694313153
149,carolina beach,34.0352,-77.8936,26.03,92,100,4.45,US,1694313153
150,nikolayevsk-on-amure,53.1406,140.73,20.59,32,60,3.96,RU,1694312910
151,axim,4.8699,-2.2405,24.08,93,29,1.98,GH,1694313154
152,santa ana,33.7456,-117.8678,32.45,49,75,4.12,US,1694313097
153,lefka,35.1106,32.8506,21.16,76,5,3.08,CY,1694313154
154,papatowai,-46.5619,169.4708,14.87,52,100,0.91,NZ,1694313030
155,aral,40.5156,81.2636,28.58,14,4,3.65,CN,1694313155
156,saipan,15.1355,145.701,27.39,89,75,4.12,MP,1694313156
157,holualoa,19.6228,-155.9522,25.91,90,100,4.12,US,1694313157
158,sola,-13.8833,167.55,24.99,79,27,5.58,VU,1694313157
159,ginir,7.1333,40.7,14.89,88,37,1.79,ET,1694313157
160,berezovyy,51.6667,135.7,22.17,30,45,3.39,RU,1694313158
161,gadzhiyevo,69.2551,33.3362,13.7,87,26,6.83,RU,1694313041
162,lihue,21.9789,-159.3672,28.58,70,20,7.2,US,1694313067
163,watampone,-4.5386,120.3279,29.9,62,82,5.68,ID,1694313159
164,codrington,-38.2667,141.9667,14.39,67,64,4.43,AU,1694313159
165,new plymouth,-39.0667,174.0833,14.62,55,46,2.37,NZ,1694313159
166,lumphat,13.4878,106.9816,26.67,91,100,2.12,KH,1694313159
167,makurazaki,31.2667,130.3167,27.67,63,26,2.33,JP,1694313183
168,bousso,10.4795,16.7117,22.01,97,98,3.55,TD,1694313183
169,kamina,-8.7386,24.9906,19.4,39,99,1.67,CD,1694313184
170,akureyri,65.6835,-18.0878,5.96,81,100,3.09,IS,1694313184
171,puerto ayora,-0.7393,-90.3518,23.64,95,71,3.36,EC,1694313044
172,st. john's,47.5649,-52.7093,18.32,96,100,4.63,CA,1694313185
173,hadibu,12.65,54.0333,26.01,82,90,6.73,YE,1694313185
174,ayaviri,-14.8864,-70.5889,7.54,34,0,1.72,PE,1694313186
175,colchani,-20.3,-66.9333,5.06,10,0,2.14,BO,1694313186
176,pasuquin,18.3328,120.6177,29.97,79,75,2.06,PH,1694313186
177,queenstown,-31.8976,26.8753,18.72,21,2,3.58,ZA,1694313187
178,bilibino,68.0546,166.4372,5.1,67,100,1.69,RU,1694313038
179,palmer,42.1584,-72.3287,21.46,85,0,2.06,US,1694313187
180,guayaramerin,-10.8368,-65.3614,26.36,61,40,1.26,BO,1694313187
181,minas de marcona,-15.2119,-75.1103,13.31,85,25,3.88,PE,1694313188
182,invercargill,-46.4,168.35,16.68,60,100,6.71,NZ,1694313026
183,mahibadhoo,3.7833,72.9667,27.99,74,93,3.4,MV,1694313188
184,cockburn town,21.4612,-71.1419,29.2,76,1,7.89,TC,1694313189
185,ketchikan,55.3422,-131.6461,18.26,55,40,3.09,US,1694313006
186,satana,20.5833,74.2,24.77,82,100,5.9,IN,1694313189
187,ongole,15.5,80.05,30.08,62,100,6.31,IN,1694313028
188,belo sur tsiribihina,-19.7,44.55,20.0,93,3,0.37,MG,1694313190
189,taoudenni,22.6783,-3.9836,36.76,21,69,6.78,ML,1694313190
190,poronaysk,49.2167,143.1167,15.85,71,2,4.47,RU,1694313190
191,sitka,57.0531,-135.33,16.94,59,100,6.17,US,1694313191
192,eydhafushi,5.1033,73.0708,27.93,77,100,4.35,MV,1694313191
193,pavlohrad,48.5167,35.8667,8.23,64,3,3.22,UA,1694313191
194,sandnessjoen,66.0217,12.6316,16.29,97,100,10.49,NO,1694313191
195,laguna,38.421,-121.4238,31.84,25,0,3.09,US,1694313192
196,atasu,48.6814,71.6433,13.89,62,100,5.2,KZ,1694313192
197,brigantine,39.4101,-74.3646,26.67,90,20,2.57,US,1694313042
198,port douglas,-16.4833,145.4667,24.88,74,38,7.11,AU,1694313193
199,huarmey,-10.0681,-78.1522,19.23,86,45,4.05,PE,1694313194
200,camana,-16.6228,-72.7111,17.66,83,3,2.2,PE,1694313194
201,khoyniki,51.8911,29.9552,6.78,70,2,0.87,BY,1694313195
202,nynashamn,58.9034,17.9479,16.73,93,77,4.51,SE,1694313195
203,fort bragg,35.139,-79.006,21.32,97,40,0.0,US,1694313195
204,pangody,65.85,74.4859,10.74,82,99,2.85,RU,1694313034
205,suva,-18.1416,178.4415,26.71,61,75,5.14,FJ,1694313196
206,balabac,7.9868,117.0645,29.67,69,84,4.32,PH,1694313197
207,nosy varika,-20.5833,48.5333,19.16,89,16,1.84,MG,1694313197
208,louis trichardt,-23.0439,29.9032,16.79,49,0,0.12,ZA,1694313197
209,selfoss,63.9331,-20.9971,7.25,76,100,3.35,IS,1694313197
210,tolanaro,-25.0319,46.9987,21.04,83,0,9.26,MG,1694313198
211,roja,57.5,22.8167,14.95,89,100,3.33,LV,1694313198
212,quellon,-43.1167,-73.6167,9.14,87,75,6.17,CL,1694313198
213,tumayr,25.7039,45.868,28.96,20,3,1.56,SA,1694313199
214,choibalsan,48.0667,114.5,15.74,52,96,6.1,MN,1694313199
215,luganville,-15.5333,167.1667,26.22,73,58,4.66,VU,1694313199
216,mitu,1.1983,-70.1733,22.49,96,98,0.86,CO,1694313199
217,broome,42.2506,-75.833,20.21,91,40,4.12,US,1694313200
218,bandarbeyla,9.4942,50.8122,25.72,72,56,7.24,SO,1694313200
219,enewetak,11.3474,162.3373,29.03,73,50,2.62,MH,1694313200
220,belyy yar,53.6039,91.3903,10.94,82,0,1.0,RU,1694313201
221,dudinka,69.4058,86.1778,6.46,85,100,6.5,RU,1694313201
222,acapulco de juarez,16.8634,-99.8901,27.9,83,75,1.03,MX,1694313201
223,pariaman,-0.619,100.12,27.03,75,65,0.9,ID,1694313202
224,petoskey,45.3733,-84.9553,11.91,87,0,0.0,US,1694313202
225,inirida,3.8653,-67.9239,23.91,95,100,1.56,CO,1694313202
226,ust-nera,64.5667,143.2,3.58,90,100,2.51,RU,1694313202
227,altay,47.8667,88.1167,17.55,33,68,1.23,CN,1694313203
228,lagos,6.5833,3.75,23.72,95,92,1.27,NG,1694313141
229,mascara,35.3966,0.1403,21.51,74,98,0.7,DZ,1694313203
230,inari,68.906,27.0288,15.11,90,79,6.37,FI,1694313204
231,byakabanda,-0.7425,31.4064,21.07,69,100,0.43,UG,1694313204
232,san antonio de pale,-1.4014,5.6325,24.2,79,94,4.72,GQ,1694313204
233,hanover,52.3705,9.7332,19.43,89,0,1.54,DE,1694313117
234,east london,-33.0153,27.9116,19.13,85,62,7.54,ZA,1694313032
235,stephenville,32.2207,-98.2023,30.07,48,0,3.09,US,1694312946
236,nagqu,31.5,92.0,10.55,68,90,4.78,CN,1694313206
237,nemuro,43.3236,145.575,17.67,95,93,6.15,JP,1694313206
238,praia da vitoria,38.7333,-27.0667,19.31,88,20,2.32,PT,1694313042
239,viedma,-40.8135,-62.9967,12.12,59,1,5.16,AR,1694312979
240,sao felix do xingu,-6.6447,-51.995,25.83,52,26,0.41,BR,1694313207
241,hermanus,-34.4187,19.2345,12.11,84,50,8.97,ZA,1694313042
242,vorkuta,67.5,64.0,7.76,81,100,3.75,RU,1694313208
243,marco island,25.9363,-81.7157,27.0,82,0,0.61,US,1694313208
244,crane,31.3974,-102.3501,30.67,29,0,5.59,US,1694313209
245,severnoye,56.3491,78.3619,12.23,76,96,2.04,RU,1694313209
246,flying fish cove,-10.4217,105.6791,24.82,83,75,3.09,CX,1694313209
247,amursk,50.2261,136.8994,19.99,41,0,6.47,RU,1694313210
248,rania,29.5333,74.8333,29.11,63,0,4.35,IN,1694313210
249,aasiaat,68.7098,-52.8699,-2.43,88,80,3.71,GL,1694313210
250,hasaki,35.7333,140.8333,31.22,80,97,5.02,JP,1694313211
251,ulaangom,49.9811,92.0667,13.6,49,5,1.97,MN,1694313211
252,lubang,13.8584,120.124,28.6,74,60,2.99,PH,1694313211
253,valparaiso,-33.0393,-71.6273,15.56,73,75,1.54,CL,1694313212
254,san julian,21.0167,-102.1667,17.62,52,17,6.31,MX,1694313212
255,mar del plata,-38.0023,-57.5575,14.01,72,0,3.09,AR,1694313212
256,atafu village,-8.5421,-172.5159,28.48,72,71,2.69,TK,1694313213
257,fort st. john,56.2499,-120.8529,17.94,39,40,3.09,CA,1694313213
258,east end,34.5507,-92.341,23.84,70,0,3.15,US,1694313213
259,banda aceh,5.5577,95.3222,30.33,57,96,5.28,ID,1694313214
260,ribeira grande,38.5167,-28.7,19.32,85,82,4.47,PT,1694313214
261,san miguel de salcedo,-1.0333,-78.5667,10.53,87,40,2.57,EC,1694313214
262,amahai,-3.3333,128.9167,27.23,78,99,1.36,ID,1694313214
263,mount gambier,-37.8333,140.7667,15.47,62,59,3.74,AU,1694313215
264,inarajan village,13.2736,144.7484,31.54,81,100,6.66,GU,1694313215
265,broken hill,-31.95,141.4333,16.74,38,71,3.53,AU,1694313215
266,rio grande,-32.035,-52.0986,11.08,85,48,3.45,BR,1694313216
267,mejit,10.2753,170.8646,28.9,75,96,5.12,MH,1694313216
268,kattivakkam,13.2167,80.3167,29.05,79,100,5.26,IN,1694313216
269,puerto baquerizo moreno,-0.9,-89.6,22.74,87,81,4.15,EC,1694313216
270,myskhako,44.6714,37.7433,8.88,67,0,4.99,RU,1694313217
271,dar kulayb,26.0686,50.5039,35.57,51,0,5.91,BH,1694313217
272,chibougamau,49.9168,-74.3659,9.79,76,0,2.06,CA,1694313217
273,dhenkanal,20.6667,85.6,29.13,80,79,2.25,IN,1694313219
274,tangalle,6.024,80.7911,26.09,82,85,6.14,LK,1694313219
275,solnechnyy,50.7214,136.6319,21.2,34,0,2.46,RU,1694312964
276,port isabel,26.0734,-97.2086,31.02,78,0,4.12,US,1694313220
277,midvagur,62.0511,-7.1939,10.46,93,100,1.54,FO,1694313220
278,walvis bay,-22.9575,14.5053,12.83,93,5,1.54,NA,1694313221
279,krasnokholm,51.5979,54.1567,9.06,72,100,2.4,RU,1694313221
280,hamilton,39.1834,-84.5333,20.69,79,0,4.63,US,1694312927
281,kingston,17.997,-76.7936,29.53,79,20,3.6,JM,1694313222
282,birzebbuga,35.8258,14.5269,24.53,88,0,2.06,MT,1694313223
283,sarny,51.338,26.6019,10.37,68,0,2.78,UA,1694313223
284,gizo,-8.103,156.8419,26.34,79,100,6.31,SB,1694313223
285,buriti bravo,-5.8372,-43.8336,27.27,35,6,3.4,BR,1694313223
286,anadyr,64.75,177.4833,7.28,65,100,5.0,RU,1694313051
287,at-bashi,41.1702,75.8106,16.86,35,22,0.31,KG,1694313225
288,otjiwarongo,-20.4637,16.6477,16.88,30,0,3.59,NA,1694313225
289,bang saphan,11.2126,99.5117,30.46,63,99,4.14,TH,1694313226
290,piacabucu,-10.4056,-36.4344,22.84,88,63,3.75,BR,1694313226
291,grajewo,53.6473,22.4554,14.47,73,50,3.18,PL,1694313227
292,stanley,54.868,-1.6985,16.4,93,35,1.54,GB,1694312760
293,tocopilla,-22.092,-70.1979,19.76,57,12,0.8,CL,1694313228
294,masterton,-40.9597,175.6575,16.05,57,28,1.55,NZ,1694313228
295,kiunga,-6.1219,141.2906,26.3,95,93,1.52,PG,1694313228
296,touros,-5.1989,-35.4608,24.71,78,20,6.13,BR,1694313229
297,progreso,21.2833,-89.6667,29.06,87,2,4.71,MX,1694313229
298,mikhaylovka,50.06,43.2379,12.66,89,97,6.93,RU,1694313229
299,lazaro cardenas,17.9583,-102.2,26.37,84,95,1.43,MX,1694313230
300,khorinsk,52.1657,109.7726,13.65,47,6,4.3,RU,1694313230
301,kourou,5.1552,-52.6478,24.03,90,7,3.3,GF,1694313230
302,kruisfontein,-34.0033,24.7314,12.74,91,41,3.55,ZA,1694313230
303,semey,50.4111,80.2275,17.12,59,40,7.0,KZ,1694313231
304,bukama,-9.2,25.85,21.86,27,72,1.42,CD,1694313231
305,wladyslawowo,54.7909,18.4009,18.85,75,23,3.21,PL,1694313232
306,grand falls-windsor,48.9332,-55.6649,16.95,95,100,3.17,CA,1694313232
307,karratha,-20.7377,116.8463,29.15,29,87,3.62,AU,1694313232
308,naxos,37.1056,25.3764,24.06,77,1,8.05,GR,1694313233
309,al qubbah,32.7616,22.2424,19.62,90,45,9.0,LY,1694313233
310,labrador city,52.9463,-66.9114,8.95,93,40,3.6,CA,1694313014
311,panacan,9.2463,118.4082,29.8,71,71,3.8,PH,1694313234
312,mweka,-4.85,21.5667,20.92,97,100,0.51,CD,1694313234
313,westport,41.1415,-73.3579,25.99,88,75,2.06,US,1694313235
314,oranjestad,12.524,-70.027,28.97,87,20,6.69,AW,1694313051
315,christchurch,-43.5333,172.6333,20.74,47,74,5.14,NZ,1694313005
316,port lincoln,-34.7333,135.8667,15.41,63,41,5.89,AU,1694313237
317,victorica,-36.2151,-65.4359,14.95,49,100,3.44,AR,1694313237
318,kencong,-8.2833,113.3667,27.74,59,50,3.4,ID,1694313052
319,keflavik,64.0049,-22.5624,7.95,93,75,4.12,IS,1694313043
320,bel ombre,-4.6167,55.4167,26.91,78,75,7.72,SC,1694313238
321,kalifornsky,60.4183,-151.29,9.66,91,100,1.54,US,1694313238
322,mgandu,-5.95,34.1333,15.95,65,6,3.75,TZ,1694313238
323,hammerfest,70.6634,23.6821,19.25,68,40,3.6,NO,1694313239
324,belmonte,-15.8631,-38.8828,22.07,72,0,2.61,BR,1694313239
325,arraial do cabo,-22.9661,-42.0278,21.1,91,0,9.64,BR,1694313239
326,leeton,-34.5667,146.4,13.83,43,81,4.09,AU,1694313240
327,bulungu,-4.55,18.6,22.79,82,100,2.44,CD,1694313240
328,kulhudhuffushi,6.6221,73.07,27.68,79,100,4.52,MV,1694313240
329,mulayjah,27.271,48.4242,32.88,21,0,4.53,SA,1694313241
330,tinyahuarco,-10.75,-76.3,2.81,88,51,0.86,PE,1694313241
331,bonthe,7.5264,-12.505,25.05,86,100,2.84,SL,1694313242
332,karelichy,53.5653,26.1378,10.36,82,1,2.57,BY,1694313242
333,vernon,50.2581,-119.2691,24.96,46,1,0.51,CA,1694313013
334,auki,-8.7676,160.7034,28.02,69,100,2.74,SB,1694313243
335,turtas,58.9417,69.1325,12.71,77,83,3.04,RU,1694313243
336,xindian,36.7975,118.2944,28.64,61,100,3.23,CN,1694313244
337,katsuura,35.1333,140.3,28.14,80,95,3.95,JP,1694313244
338,tumbes,-3.5667,-80.4414,25.97,65,75,2.06,PE,1694313245
339,qaqortoq,60.7167,-46.0333,4.93,60,0,1.43,GL,1694312957
340,gandi,12.9636,5.7434,24.62,82,42,4.27,NG,1694313246
341,matam,15.6175,-13.3303,29.79,65,82,2.8,SN,1694313246
342,badger,64.8,-147.5333,19.95,43,20,5.14,US,1694313050
343,castanos,26.7833,-101.4167,28.11,37,0,3.77,MX,1694313247
344,mantua,45.1667,10.7833,20.03,86,0,1.03,IT,1694313247
345,nyandoma,61.669,40.1991,6.41,96,9,1.2,RU,1694313247
346,griffith,41.5284,-87.4237,17.72,81,0,2.06,US,1694313248
347,ocean shores,46.9737,-124.1563,19.69,89,0,1.79,US,1694313248
348,copala,16.65,-98.9833,26.34,83,98,1.48,MX,1694313248
349,kuraymah,18.55,31.85,34.07,30,10,3.4,SD,1694313249
350,sao vicente,-23.9631,-46.3919,25.15,26,100,0.46,BR,1694313099
351,el hadjira,32.6134,5.5126,29.14,31,21,2.99,DZ,1694313249
352,moissala,8.3404,17.7663,21.69,98,100,1.34,TD,1694313250
353,la'ie,21.6477,-157.9253,27.98,71,19,1.34,US,1694313250
354,signal mountain,35.1226,-85.3438,20.92,89,40,0.0,US,1694313250
355,sitangkai,4.6628,119.3928,28.51,74,9,5.9,PH,1694313251
356,lebu,-37.6167,-73.65,11.56,94,100,5.39,CL,1694313251
357,arica,-18.475,-70.3042,19.13,72,100,3.09,CL,1694313253
358,punta cana,18.5818,-68.4043,27.87,89,40,3.09,DO,1694313044
359,prince rupert,54.3161,-130.3201,18.05,64,0,4.12,CA,1694312757
360,ichinohe,40.2069,141.3017,30.3,61,50,0.52,JP,1694313254
361,egilsstadir,65.2653,-14.3948,5.44,94,100,3.01,IS,1694313022
362,uturoa,-16.7333,-151.4333,25.75,78,6,0.99,PF,1694313053
363,ola,59.5833,151.2833,8.97,72,43,8.93,RU,1694313255
364,bataipora,-22.2953,-53.2711,20.09,85,7,2.21,BR,1694313256
365,gueret,46.1667,1.8667,18.02,51,60,1.39,FR,1694313256
366,kuching,1.55,110.3333,30.12,79,20,2.57,MY,1694313257
